chr,start,end,gene_symbol,strand
chr19,36545782,36596012,WDR62,+
chr19,36605887,36616849,TBCB,+
chr19,36630827,36641255,CAPNS1,+
chr19,36672961,36705986,ZNF565,-
chr19,36705503,36729676,ZNF146,+
chr19,36825354,36870105,ZFP14,-
chr19,36936020,36980804,ZNF566,-
chr19,37001588,37019248,ZNF260,-
chr19,37034516,37096178,ZNF529,-
chr19,37096206,37119499,ZNF382,+
chr19,37127522,37157755,ZNF461,-
chr19,37178513,37212238,ZNF567,+
chr19,37234379,37263716,ZNF850,-
chr19,37309223,37341689,ZNF790,-
chr19,37341259,37370477,ZNF345,+
chr19,37379025,37407193,ZNF829,-
chr19,37407230,37443645,ZNF568,+
chr19,37569123,37621269,ZNF420,+
chr19,37638339,37663643,ZNF585A,-
chr19,37672480,37701451,ZNF585B,-
chr19,37708827,37734826,ZNF383,+
chr19,37808783,37855357,HKR1,+
chr19,37862058,37883966,ZNF527,+
chr19,37902043,37958360,ZNF569,-
chr19,37958673,37979554,ZNF570,+
chr19,38055154,38085693,ZNF571,-
chr19,38123388,38147162,ZFP30,-
chr19,38187263,38210691,ZNF607,-
chr19,38229202,38270230,ZNF573,-
chr19,38397860,38699012,SIPA1L3,+
chr19,38701645,38714890,DPF1,-
chr19,38755097,38783254,SPINT2,+
chr19,38794199,38806606,YIF1B,-
chr19,38826426,38861589,CATSPERG,+
chr19,38865189,38874464,PSMD8,+
chr19,38874991,38878668,GGN,-
chr19,38880839,38890524,SPRED3,+
chr19,39078279,39108675,MAP4K1,-
chr19,39109711,39127599,EIF3K,+
chr19,39138255,39221172,ACTN4,+
chr19,39306061,39322497,ECH1,-
chr19,39327027,39342979,HNRNPL,-
chr19,39369194,39390502,SIRT2,-
chr19,39390339,39399534,NFKBIB,+
chr19,39405903,39421536,SARS2,-
chr19,39421347,39423660,MRPS12,+
chr19,39432040,39466453,FBXO17,-
chr19,39514660,39523236,FBXO27,-
chr19,39616419,39670046,PAK4,+
chr19,39797456,39805976,LRFN1,-
chr19,39876268,39881835,PAF1,-
chr19,39881942,39891277,MED29,+
chr19,39897486,39900052,ZFP36,+
chr19,39923776,39926660,RPS16,-
chr19,39936185,39967310,SUPT5H,+
chr19,39971051,39984425,TIMM50,+
chr19,40005752,40011326,SELENOV,+
chr19,40315986,40324873,DYRK1B,-
chr19,40325092,40337054,FBL,-
chr19,40476911,40487671,PSMC4,+
chr19,40502942,40526948,ZNF546,+
chr19,40534166,40562115,ZNF780B,-
chr19,40575058,40596845,ZNF780A,-
chr19,40697650,40721482,MAP3K10,+
chr19,40728114,40732597,CNTD2,-
chr19,40736223,40791302,AKT2,-
chr19,40826966,40854434,C19orf47,-
chr19,40854331,40884397,PLD3,+
chr19,40928407,40931932,SERTAD1,-
chr19,40946747,40950282,SERTAD3,-
chr19,40953690,40971725,BLVRB,-
chr19,41082756,41097305,SHKBP1,+
chr19,41099071,41135725,LTBP4,+
chr19,41171809,41196563,NUMBL,-
chr19,41197433,41222790,COQ8B,-
chr19,41223007,41246765,ITPKC,+
chr19,41246760,41255828,C19orf54,-
chr19,41256758,41271297,SNRPA,+
chr19,41284123,41302849,RAB4B,+
chr19,41305333,41314346,EGLN2,+
chr19,41768380,41813688,HNRNPUL1,+
chr19,41816067,41830788,CCDC97,+
chr19,41836227,41859788,TGFB1,-
chr19,41860321,41870078,B9D2,-
chr19,41869870,41889988,TMEM91,+
chr19,41892274,41903256,EXOSC5,-
chr19,41903693,41930910,BCKDHA,+
chr19,41931263,41934635,B3GNT8,-
chr19,41937222,41945843,ATP5SL,-
chr19,42363987,42375484,RPS19,+
chr19,42381189,42385439,CD79A,+
chr19,42388445,42411604,ARHGEF1,+
chr19,42460832,42463528,RABAC1,-
chr19,42580289,42585719,ZNF574,+
chr19,42702744,42724304,DEDD2,-
chr19,42724422,42731205,ZNF526,+
chr19,42734337,42746736,GSK3A,-
chr19,42751712,42759316,ERF,-
chr19,42772688,42799948,CIC,+
chr19,42801184,42806952,PAFAH1B3,-
chr19,42829760,42882921,MEGF8,+
chr19,42905658,42931578,LIPE,-
chr19,43696853,43709926,PSG4,-
chr19,43757433,43773715,PSG9,-
chr19,43979254,44008985,PHLDB3,-
chr19,44010870,44031408,ETHE1,-
chr19,44037339,44040290,ZNF575,+
chr19,44047463,44079730,XRCC1,-
chr19,44088518,44100287,IRGQ,-
chr19,44100543,44104587,ZNF576,+
chr19,44111375,44124014,ZNF428,-
chr19,44116252,44118650,SRRM5,+
chr19,44150246,44174498,PLAUR,-
chr19,44232148,44259188,SMG9,-
chr19,44331443,44353050,ZNF283,+
chr19,44416775,44439411,ZNF45,-
chr19,44455374,44471752,ZNF221,+
chr19,44488321,44502477,ZNF155,+
chr19,44507076,44518072,ZNF230,+
chr19,44529493,44537263,ZNF222,+
chr19,44556163,44572147,ZNF223,+
chr19,44598481,44613983,ZNF224,+
chr19,44617514,44638969,ZNF225,+
chr19,44645709,44664462,ZNF234,+
chr19,44669214,44681838,ZNF226,+
chr19,44716680,44741421,ZNF227,+
chr19,44764032,44779470,ZNF233,+
chr19,44790500,44809178,ZNF235,-
chr19,44830705,44860856,ZNF112,-
chr19,44978644,45004575,ZNF180,-
chr19,45147097,45169429,PVR,+
chr19,45174723,45187627,CEACAM19,+
chr19,45312315,45324678,BCAM,+
chr19,45349392,45392485,NECTIN2,+
chr19,45394476,45406946,TOMM40,+
chr19,45409005,45412652,APOE,+
chr19,45417503,45422606,APOC1,+
chr19,45449238,45452822,APOC2,+
chr19,45457841,45496604,CLPTM1,+
chr19,45542297,45574214,CLASRP,+
chr19,45574757,45579846,ZNF296,-
chr19,45579071,45594176,GEMIN7,+
chr19,45596430,45650543,PPP1R37,+
chr19,45653007,45663408,NKPD1,-
chr19,45666185,45681501,TRAPPC6A,-
chr19,45682002,45685059,BLOC1S3,+
chr19,45754515,45808541,MARK4,+
chr19,45843997,45854778,KLC3,+
chr19,45854648,45873845,ERCC2,-
chr19,45882891,45909607,PPP1R13L,-
chr19,45909466,45914024,CD3EAP,+
chr19,45910590,45927177,ERCC1,-
chr19,45971252,45978437,FOSB,+
chr19,45988545,46000313,RTN2,-
chr19,46010687,46030241,VASP,+
chr19,46031024,46088122,OPA3,-
chr19,46112657,46146985,EML2,-
chr19,46171501,46186982,GIPR,+
chr19,46190711,46195574,SNRPD2,-
chr19,46195740,46207248,QPCTL,+
chr19,46213886,46234151,FBXO46,-
chr19,46268042,46272497,SIX5,-
chr19,46272966,46285815,DMPK,-
chr19,46298967,46318605,RSPH6A,-
chr19,46318699,46366548,SYMPK,-
chr19,46367517,46377055,FOXA3,+
chr19,46386864,46389428,IRF2BP1,-
chr19,46393280,46405862,MYPOP,-
chr19,46498718,46521874,CCDC61,+
chr19,46522410,46526556,PGLYRP1,-
chr19,46850250,46894232,PPP5C,+
chr19,46913585,46916919,CCDC8,-
chr19,46969747,46974820,PNMAL1,-
chr19,47104330,47114039,CALM3,+
chr19,47177572,47220384,PRKD2,-
chr19,47278139,47291842,SLC1A5,-
chr19,47341414,47354252,AP2S1,-
chr19,47421932,47508334,ARHGAP35,+
chr19,47538586,47549033,NPAS1,+
chr19,47549166,47551882,TMEM160,-
chr19,47567443,47617009,ZC3H4,-
chr19,47634079,47713893,SAE1,+
chr19,47759730,47775210,CCDC9,+
chr19,47852537,47885961,DHX34,+
chr19,47978397,47987521,KPTN,-
chr19,47990890,48018515,NAPA,-
chr19,48111452,48206534,GLTSCR1,+
chr19,48216600,48246391,EHD2,+
chr19,48248792,48260323,GLTSCR2,+
chr19,48281841,48287939,SELENOW,+
chr19,48618701,48673860,LIG1,-
chr19,48673948,48700877,C19orf68,+
chr19,48711342,48759203,CARD8,-
chr19,48774159,48790865,ZNF114,+
chr19,48828628,48833810,EMP3,+
chr19,48835612,48867494,TMEM143,-
chr19,48885826,48894810,KDELR1,-
chr19,48898131,48948188,GRIN2D,+
chr19,48949029,48957164,GRWD1,+
chr19,48958963,48969367,KCNJ14,+
chr19,48972464,48985571,CYTH2,+
chr19,48988527,49016446,LMTK3,-
chr19,49103856,49116694,FAM83E,-
chr19,49118583,49122675,RPL18,-
chr19,49122547,49133663,SPHK2,+
chr19,49133816,49140807,DBP,-
chr19,49141198,49149569,CA11,-
chr19,49199227,49209191,FUT2,+
chr19,49216254,49222976,MAMSTR,-
chr19,49223841,49243970,RASIP1,-
chr19,49244144,49250166,IZUMO1,-
chr19,49251267,49258647,FUT1,-
chr19,49298318,49314320,BCAT2,-
chr19,49316273,49339934,HSD17B14,-
chr19,49340353,49371884,PLEKHA4,-
chr19,49375648,49379319,PPP1R15A,+
chr19,49384221,49401996,TULP2,-
chr19,49403306,49426540,NUCB1,+
chr19,49436938,49448226,DHDH,+
chr19,49458116,49465055,BAX,+
chr19,49471381,49496610,GYS1,-
chr19,49496704,49519252,RUVBL2,+
chr19,49564396,49567124,NTF4,-
chr19,49588396,49611870,SNRNP70,+
chr19,49617617,49621717,LIN7B,+
chr19,49660997,49715098,TRPM4,+
chr19,49792888,49828474,SLC6A16,-
chr19,49838676,49843863,CD37,+
chr19,49843851,49865714,TEAD2,-
chr19,49949549,49955115,PIH1D1,-
chr19,49956472,49974305,ALDH16A1,+
chr19,49977465,49989488,FLT3LG,+
chr19,49990810,49995565,RPL13A,+
chr19,49999621,50002969,RPS11,+
chr19,50016435,50029685,FCGRT,+
chr19,50030874,50046890,RCN3,+
chr19,50058724,50083829,NOSIP,-
chr19,50084586,50094265,PRRG2,+
chr19,50094899,50129696,PRR12,+
chr19,50138548,50143400,RRAS,-
chr19,50145381,50161906,SCAF1,+
chr19,50162825,50169132,IRF3,-
chr19,50168398,50177173,BCL2L12,+
chr19,50180408,50191707,PRMT1,+
chr19,50191941,50194247,ADM5,+
chr19,50270179,50310369,AP2A1,+
chr19,50310122,50316567,FUZ,-
chr19,50321535,50340237,MED25,+
chr19,50353991,50364001,PTOV1,+
chr19,50364459,50370822,PNKP,-
chr19,50372289,50381613,AKT1S1,-
chr19,50380681,50392007,TBC1D17,+
chr19,50392910,50432796,IL4I1,-
chr19,50410081,50432988,NUP62,-
chr19,50431958,50437193,ATF5,+
chr19,50479723,50528805,VRK3,-
chr19,50529149,50552033,ZNF473,+
chr19,50706884,50813801,MYH14,+
chr19,50818764,50832634,KCNC3,-
chr19,50861728,50869087,NAPSA,-
chr19,50879679,50886285,NR1H2,+
chr19,50887579,50921275,POLD1,+
chr19,50922194,50934310,SPIB,+
chr19,50970041,50980003,FAM71E1,-
chr19,50979733,50986783,EMC10,+
chr19,51009253,51014612,JOSD2,-
chr19,51014856,51017947,ASPDH,-
chr19,51125233,51143092,SYT3,-
chr19,51162513,51220195,SHANK1,-
chr19,51293671,51298481,ACPT,+
chr19,51300949,51308110,C19orf48,-
chr19,51600862,51611647,CTU1,-
chr19,51834794,51845378,VSIG10L,-
chr19,51848408,51869672,ETFB,-
chr19,51913274,51921057,SIGLEC10,-
chr19,51918977,51921451,LOC100129083,+
chr19,52074489,52092991,ZNF175,+
chr19,52196596,52208443,SPACA6,+
chr19,52374537,52391229,ZNF577,-
chr19,52392487,52408305,ZNF649,-
chr19,52430687,52449011,ZNF613,+
chr19,52467592,52490079,ZNF350,-
chr19,52494586,52511483,ZNF615,-
chr19,52516576,52531680,ZNF614,-
chr19,52534631,52552377,ZNF432,-
chr19,52616343,52643191,ZNF616,-
chr19,52693054,52729678,PPP2R1A,+
chr19,52772823,52795976,ZNF766,+
chr19,52800421,52829180,ZNF480,+
chr19,53073525,53090427,ZNF701,+
chr19,53206065,53238307,ZNF611,-
chr19,53300660,53324922,ZNF28,-
chr19,53341784,53360902,ZNF468,-
chr19,53409145,53421184,ZNF888,-
chr19,53430387,53466164,ZNF816-ZNF321P,-
chr19,53836971,53859372,ZNF845,+
chr19,53898396,53915262,ZNF765,+
chr19,53935226,53961515,ZNF761,+
chr19,54368837,54379689,MYADM,+
chr19,54495541,54515920,CACNG6,+
chr19,54606159,54610281,NDUFA3,+
chr19,54610319,54619055,TFPT,-
chr19,54618789,54635150,PRPF31,+
chr19,54641435,54659446,CNOT3,+
chr19,54663832,54676944,TMC4,-
chr19,54677105,54693733,MBOAT7,-
chr19,54694118,54698394,TSEN34,+
chr19,54704725,54711515,RPS9,+
chr19,54720146,54746711,LILRB3,-
chr19,54960339,54973226,LENG8,+
chr19,55525072,55549632,GP6,-
chr19,55555691,55580914,RDH13,-
chr19,55591759,55599291,EPS8L1,+
chr19,55602280,55628968,PPP1R12C,-
chr19,55663134,55669100,TNNI3,-
chr19,55684463,55690811,SYT5,-
chr19,55738001,55740632,TMEM86B,-
chr19,55741146,55770038,PPP6R1,-
chr19,55773590,55791751,HSPBP1,-
chr19,55851220,55859489,KMT5C,+
chr19,55897299,55903453,RPL28,+
chr19,55912649,55919325,UBE2S,-
chr19,55964344,55973049,ISOC2,-
chr19,55987698,55995854,ZNF628,+
chr19,55996556,55998935,NAT14,+
chr19,55999869,56030466,SSC5D,+
chr19,56088890,56092211,ZNF579,-
chr19,56102736,56110893,FIZ1,-
chr19,56111705,56114504,ZNF524,+
chr19,56124958,56129911,ZNF865,+
chr19,56132106,56135941,ZNF784,-
chr19,56152391,56154836,ZNF580,+
chr19,56158953,56164527,CCDC106,+
chr19,56165415,56186082,U2AF2,+
chr19,56186560,56207133,EPN1,+
chr19,56598728,56632742,ZNF787,-
chr19,56652534,56672262,ZNF444,+
chr19,56732671,56826296,ZSCAN5A,-
chr19,56894119,56904970,ZNF582,-
chr19,57078889,57094262,ZNF470,+
chr19,57106663,57135550,ZNF71,+
chr19,57702867,57734214,ZNF264,+
chr19,57752052,57774106,ZNF805,+
chr19,57791334,57804937,ZNF460,+
chr19,57831864,57842144,ZNF543,+
chr19,57862641,57871266,ZNF304,+
chr19,57874802,57890927,ZNF547,+
chr19,57901217,57913919,ZNF548,+
chr19,57922514,57933307,ZNF17,+
chr19,57946692,57958465,ZNF749,+
chr19,57980953,57988938,ZNF772,-
chr19,57999078,58006048,ZNF419,+
chr19,58011221,58024519,ZNF773,+
chr19,58038692,58052244,ZNF549,+
chr19,58053203,58071231,ZNF550,-
chr19,58095343,58105258,ZIK1,+
chr19,58111252,58121466,ZNF530,+
chr19,58125586,58136085,ZNF134,+
chr19,58144534,58155414,ZNF211,+
chr19,58193336,58201179,ZNF551,+
chr19,58207642,58220579,ZNF154,-
chr19,58231114,58238992,ZNF671,-
chr19,58258163,58269527,ZNF776,+
chr19,58281019,58291984,ZNF586,+
chr19,58318449,58326281,ZNF552,-
chr19,58341661,58357606,ZNF587B,+
chr19,58361180,58376491,ZNF587,+
chr19,58380746,58400442,ZNF814,-
chr19,58417141,58427984,ZNF417,-
chr19,58433251,58446755,ZNF418,-
chr19,58452200,58459077,ZNF256,-
chr19,58488420,58514714,ZNF606,-
chr19,58595208,58609730,ZSCAN18,-
chr19,58637694,58662148,ZNF329,-
chr19,58694355,58724928,ZNF274,+
chr19,58790317,58807254,ZNF8,+
chr19,58838384,58853712,ZSCAN22,+
chr19,58858171,58864865,A1BG,-
chr19,58865722,58874214,ZNF497,-
chr19,58878989,58892389,ZNF837,-
chr19,58898635,58906171,RPS5,+
chr19,58920040,58929694,ZNF584,+
chr19,58944180,58951589,ZNF132,-
chr19,58962970,58969199,ZNF324B,+
chr19,58978411,58984945,ZNF324,+
chr19,58988545,59000900,ZNF446,+
chr19,59009699,59023432,SLC27A5,-
chr19,59024896,59031376,ZBTB45,-
chr19,59055835,59062082,TRIM28,+
chr19,59062932,59066491,CHMP2A,-
chr19,59067078,59070343,UBE2M,-
chr19,59073283,59084942,MZF1,-
chr2,218135,264866,SH3YL1,-
chr2,264868,278283,ACP1,+
chr2,667972,677439,TMEM18,-
chr2,3192694,3381703,TSSC1,-
chr2,3383445,3483342,TRAPPC12,+
chr2,3501689,3523350,ADI1,-
chr2,3592481,3605961,RNASEH1,-
chr2,3622852,3628509,RPS7,+
chr2,3653641,3692234,COLEC11,+
chr2,8822112,8824583,ID2,+
chr2,8868986,8977755,KIDINS220,-
chr2,9545809,9563698,ITGB1BP1,-
chr2,9563665,9613239,CPSF3,+
chr2,9614657,9628753,IAH1,+
chr2,9628614,9695949,ADAM17,-
chr2,9724095,9771184,YWHAQ,-
chr2,9983570,10074545,TAF1B,+
chr2,10262694,10271546,RRM2,+
chr2,10281508,10351856,C2orf48,+
chr2,10443029,10567743,HPCAL1,+
chr2,10580496,10588680,ODC1,-
chr2,10710891,10830113,NOL10,-
chr2,10923516,10952965,PDIA6,-
chr2,11295497,11319000,PQLC3,+
chr2,11319884,11485533,ROCK2,-
chr2,11584500,11606303,E2F6,-
chr2,15731744,15771235,DDX1,+
chr2,17845078,17935096,SMC6,-
chr2,17935124,17967187,GEN1,+
chr2,18735988,18741959,RDH14,-
chr2,20096391,20101747,TTC32,-
chr2,20110023,20189884,WDR35,-
chr2,20232410,20251789,LAPTM4A,-
chr2,20400557,20425194,SDC1,-
chr2,20448452,20550611,PUM2,-
chr2,20646831,20649206,RHOB,+
chr2,20817563,20850864,HS1BP3,-
chr2,23971533,24149984,ATAD2B,-
chr2,24163375,24223696,UBXN2A,+
chr2,24232956,24249645,MFSD2B,+
chr2,24252205,24270296,WDCP,-
chr2,24272570,24286551,FKBP1B,+
chr2,24290453,24299314,SF3B6,-
chr2,24299743,24392507,FAM228B,+
chr2,24300302,24308085,TP53I3,-
chr2,24337678,24346347,PFN4,-
chr2,24425734,24583397,ITSN2,-
chr2,25013135,25016251,PTRHD1,-
chr2,25015983,25045245,CENPO,+
chr2,25166504,25194963,DNAJC27,-
chr2,25455829,25565459,DNMT3A,-
chr2,25600111,25896516,DTNB,-
chr2,25962252,26101312,ASXL2,-
chr2,26149454,26205443,KIF3C,-
chr2,26256728,26360323,RAB10,+
chr2,26403584,26412532,GAREM2,+
chr2,26413503,26467594,HADHA,-
chr2,26467615,26513333,HADHB,+
chr2,26568953,26618759,SELENOI,+
chr2,26987141,27004099,SLC35F6,+
chr2,27008881,27017457,CENPA,+
chr2,27070968,27173219,DPYSL5,+
chr2,27255773,27264565,TMEM214,+
chr2,27274490,27293490,AGBL5,+
chr2,27309610,27323619,KHK,+
chr2,27346656,27353680,ABHD1,+
chr2,27353623,27357543,PREB,-
chr2,27422454,27435175,SLC5A6,-
chr2,27434898,27440046,ATRAID,+
chr2,27440257,27466660,CAD,+
chr2,27532359,27545969,MPV17,-
chr2,27548715,27579901,GTF3C2,-
chr2,27587218,27593324,EIF2B4,-
chr2,27593362,27600400,SNX17,+
chr2,27604065,27632550,PPM1G,-
chr2,27650656,27665126,NRBP1,+
chr2,27667239,27712678,IFT172,-
chr2,27805835,27846082,ZNF512,+
chr2,27848505,27851898,CCDC121,-
chr2,27851514,27873713,GPN1,+
chr2,27873675,27886707,SUPT7L,-
chr2,27886337,27917847,SLC4A1AP,+
chr2,27994583,28002608,MRPL33,+
chr2,28004230,28113263,RBKS,-
chr2,28113481,28561768,BRE,+
chr2,28974613,29025806,PPP1CB,+
chr2,29033699,29073476,SPDYA,+
chr2,29072686,29093175,TRMT61B,-
chr2,29117508,29171086,WDR43,+
chr2,30369749,30383399,YPEL5,+
chr2,30670091,30867091,LCLAT1,+
chr2,32092877,32236121,MEMO1,-
chr2,32236717,32264904,DPY30,-
chr2,32288679,32382706,SPAST,+
chr2,32390909,32449448,SLC30A6,+
chr2,32502957,32531658,YIPF4,+
chr2,32582095,32843966,BIRC6,+
chr2,32853086,33046118,TTC27,+
chr2,33808727,33824429,FAM98A,-
chr2,36583369,36778278,CRIM1,+
chr2,36779400,36825332,FEZ2,-
chr2,37064840,37193615,STRN,-
chr2,37208141,37311488,HEATR5B,-
chr2,37311593,37326387,GPATCH11,+
chr2,37332280,37384190,EIF2AK2,-
chr2,37423603,37431886,CEBPZOS,+
chr2,37428771,37458740,CEBPZ,-
chr2,37458773,37476303,NDUFAF7,+
chr2,37477644,37544222,PRKD3,-
chr2,37869024,37899678,CDC42EP3,-
chr2,38521098,38604565,ATL2,-
chr2,38790327,38830178,HNRNPLL,-
chr2,38893051,38961909,GALM,+
chr2,38970740,38978636,SRSF7,-
chr2,39005326,39009107,GEMIN6,+
chr2,39024870,39103075,DHX57,-
chr2,39208689,39347604,SOS1,-
chr2,39476406,39664453,MAP4K3,-
chr2,39963199,40006416,THUMPD2,-
chr2,42396477,42559688,EML4,+
chr2,42562700,42588383,COX7A2L,-
chr2,42669156,42721237,KCNG3,-
chr2,42721708,42984087,MTA3,+
chr2,43449540,43453745,ZFP36L2,-
chr2,43457974,43823185,THADA,-
chr2,44001177,44037149,DYNC2LI1,+
chr2,44113362,44223144,LRPPRC,-
chr2,44395941,44461742,PPM1B,+
chr2,44544745,44589001,PREPL,-
chr2,45232323,45236542,SIX2,-
chr2,45615818,45838433,SRBD1,-
chr2,45879042,46415129,PRKCE,+
chr2,46738973,46769696,ATP6V1E2,-
chr2,46808412,46844251,PIGF,-
chr2,46844310,46857315,CRIPT,+
chr2,46926098,46989927,SOCS5,+
chr2,47129008,47168994,MCFD2,-
chr2,47143267,47303275,TTC7A,+
chr2,47355586,47382517,C2orf61,-
chr2,47387220,47404075,CALM2,-
chr2,47630205,47710367,MSH2,+
chr2,48010220,48034092,MSH6,+
chr2,48034058,48115858,FBXO11,-
chr2,48541794,48606434,FOXN2,+
chr2,48667907,48742531,PPP1R21,+
chr2,48757307,48825654,STON1,+
chr2,53897116,54014146,ASB3,-
chr2,53994919,54002333,CHAC2,+
chr2,54014067,54045956,ERLEC1,+
chr2,54091203,54197977,PSME4,-
chr2,54785530,54889445,SPTBN1,+
chr2,55199324,55277953,RTN4,-
chr2,55399682,55459699,CLHC1,-
chr2,55459038,55462989,RPS27A,+
chr2,55463755,55496384,MTIF2,-
chr2,55514977,55647057,CCDC88A,-
chr2,55746730,55772216,CFAP36,+
chr2,55774427,55844860,PPP4R3B,-
chr2,55861197,55921045,PNPT1,-
chr2,58273776,58387055,VRK2,+
chr2,58386377,58468515,FANCL,-
chr2,60678301,60780633,BCL11A,-
chr2,60983364,61029221,PAPOLG,+
chr2,61108629,61155306,REL,+
chr2,61167547,61245394,PUS10,-
chr2,61244811,61279125,PEX13,+
chr2,61293004,61365169,KIAA1841,+
chr2,61372202,61391964,C2orf74,+
chr2,61404552,61416060,AHSA2,+
chr2,61414589,61697849,USP34,-
chr2,61705068,61765418,XPO1,-
chr2,62051982,62081278,FAM161A,-
chr2,62095261,62115806,CCT4,-
chr2,62423261,62451866,B3GNT2,+
chr2,62727355,62733604,TMEM17,-
chr2,62933000,63273622,EHBP1,+
chr2,63277191,63284966,OTX1,+
chr2,63815742,63834331,MDH1,+
chr2,64068097,64118696,UGP2,+
chr2,64119666,64246214,VPS54,-
chr2,64319785,64371605,PELI1,-
chr2,64681326,64688517,LGALSL,+
chr2,64751438,64820139,AFTPH,+
chr2,64858754,64881046,SERTAD2,-
chr2,65215578,65250999,SLC1A4,+
chr2,65283494,65314142,CEP68,+
chr2,65313987,65357435,RAB1A,-
chr2,65454828,65498387,ACTR2,+
chr2,66662531,66799891,MEIS1,+
chr2,67624441,67637533,ETAA1,+
chr2,68269331,68290159,C1D,-
chr2,68357280,68384692,WDR92,-
chr2,68384961,68403370,PNO1,+
chr2,68405988,68479651,PPP3R1,-
chr2,68511302,68547183,CNRIP1,-
chr2,68689497,68694449,FBXO48,-
chr2,69240275,69476459,ANTXR1,+
chr2,69546900,69614386,GFPT1,-
chr2,69623244,69664760,NFU1,-
chr2,69685126,69870977,AAK1,-
chr2,69870936,70053609,ANXA4,+
chr2,70056737,70108528,GMCL1,+
chr2,70121074,70132368,SNRNP27,+
chr2,70142172,70170077,MXD1,+
chr2,70377016,70418151,C2orf42,-
chr2,70436575,70475779,TIA1,-
chr2,70485230,70508317,PCYOX1,+
chr2,70508493,70520903,SNRPG,-
chr2,70523107,70529220,FAM136A,-
chr2,70889215,70995375,ADD2,-
chr2,71127719,71160576,VAX2,+
chr2,71162997,71192561,ATP6V1B1,+
chr2,71213067,71222001,TEX261,-
chr2,71295407,71305998,NAGK,+
chr2,71336805,71357394,MCEE,-
chr2,71357443,71377232,MPHOSPH10,+
chr2,71409867,71454233,PAIP2B,-
chr2,71558884,71662191,ZNF638,+
chr2,73114511,73119289,SPR,+
chr2,73144603,73162020,EMX1,+
chr2,73169164,73298965,SFXN5,-
chr2,73300509,73340146,RAB11FIP5,-
chr2,73441365,73454355,SMYD5,+
chr2,73455133,73460412,PRADC1,-
chr2,73461363,73480150,CCT7,+
chr2,73612885,73837046,ALMS1,+
chr2,73956963,73964533,TPRKB,-
chr2,73989324,74007284,DUSP11,-
chr2,74056042,74094295,STAMBP,+
chr2,74153952,74186088,DGUOK,+
chr2,74362527,74375039,BOLA3,-
chr2,74379724,74406094,MOB1A,-
chr2,74425689,74442425,MTHFD2,+
chr2,74588280,74619214,DCTN1,-
chr2,74641302,74648757,C2orf81,-
chr2,74648849,74652882,WDR54,+
chr2,74652987,74669060,RTKN,-
chr2,74682149,74685087,INO80B,+
chr2,74688183,74692537,MOGS,-
chr2,74699958,74710357,CCDC142,-
chr2,74710199,74721691,TTC31,+
chr2,74724643,74730443,LBX2,-
chr2,74732169,74734821,PCGF1,-
chr2,74753774,74757024,AUP1,-
chr2,74756531,74760683,HTRA2,+
chr2,74759384,74781122,LOXL3,-
chr2,74776146,74784678,DOK1,+
chr2,74881354,74910981,SEMA4F,+
chr2,75059781,75120481,HK2,+
chr2,75185774,75196859,POLE4,+
chr2,75873908,75889334,MRPL19,+
chr2,75889830,75938111,GCFC2,-
chr2,84650646,84686586,SUCLG1,-
chr2,85545140,85555419,TGOLN2,-
chr2,85569077,85581821,RETSAT,-
chr2,85581842,85618875,ELMOD3,+
chr2,85621870,85641197,CAPG,-
chr2,85646053,85664152,SH2D6,+
chr2,85766100,85772403,MAT2A,+
chr2,85771842,85788657,GGCX,-
chr2,85804613,85809156,VAMP8,+
chr2,85825669,85829822,TMEM150A,-
chr2,85832375,85839179,C2orf68,-
chr2,85839225,85876407,USP39,+
chr2,86251568,86333278,POLR1A,-
chr2,86333304,86369280,PTCD3,+
chr2,86371054,86422893,IMMT,-
chr2,86426555,86440477,MRPL35,+
chr2,86668270,86719839,KDM3A,+
chr2,86730552,86948245,RNF103-CHMP3,-
chr2,86730552,86790620,CHMP3,-
chr2,86830515,86851000,RNF103,-
chr2,86947413,87005164,RMND5A,+
chr2,88326721,88355320,KRCC1,-
chr2,88856257,88927094,EIF2AK3,-
chr2,88991175,89050452,RPIA,+
chr2,95751135,95787772,MRPS5,-
chr2,95831161,95850065,ZNF2,+
chr2,96068447,96078879,FAHD2A,+
chr2,96515295,96658068,ANKRD36C,-
chr2,96850596,96874573,STARD7,-
chr2,96915945,96931751,TMEM127,-
chr2,96931883,96939917,CIAO1,+
chr2,96940073,96971307,SNRNP200,-
chr2,96991061,96994091,ITPRIPL1,+
chr2,97001478,97042833,NCAPH,+
chr2,97202455,97218375,ARID5A,+
chr2,97258891,97304116,KANSL3,-
chr2,97308473,97370622,FER1L5,+
chr2,97371665,97405829,LMAN2L,-
chr2,97426638,97477628,CNNM4,+
chr2,97503650,97509758,ANKRD23,-
chr2,97513721,97523756,ANKRD39,-
chr2,97749322,97760619,FAHD2B,-
chr2,97779232,97930258,ANKRD36,+
chr2,98121260,98206428,ANKRD36B,-
chr2,98262520,98264657,COX5B,+
chr2,98272401,98280561,ACTR1B,-
chr2,98372798,98612354,TMEM131,-
chr2,99215785,99224981,COA5,-
chr2,99225010,99234978,UNC50,+
chr2,99613723,99771187,TSGA10,-
chr2,99758075,99767950,C2orf15,+
chr2,99771417,99779620,LIPT1,+
chr2,99785725,99797524,MITD1,-
chr2,99797541,99816020,MRPL30,+
chr2,99900700,99917639,LYG1,-
