chr,start,end,gene_symbol,strand
chr14,71108503,71142077,TTC9,+
chr14,71996028,72207946,SIPA1L1,+
chr14,72398816,73033238,RGS6,+
chr14,73945188,74025651,HEATR4,-
chr14,73957638,73960105,RIOX1,+
chr14,74058409,74062470,ACOT4,+
chr14,74083547,74086592,ACOT6,+
chr14,74706174,74729441,VSX2,+
chr14,74815165,74826711,VRTN,+
chr14,74872595,74892805,SYNDIG1L,-
chr14,75988783,76013335,BATF,+
chr14,76837689,76968180,ESRRB,+
chr14,77292724,77336645,LRRC74A,+
chr14,77731833,77737655,NGB,-
chr14,78636715,80334633,NRXN3,+
chr14,80663867,80697397,DIO2,-
chr14,80962820,81405884,CEP128,-
chr14,81421868,81612646,TSHR,+
chr14,81726993,81893748,STON2,-
chr14,85996368,86095040,FLRT2,+
chr14,88399357,88460009,GALC,-
chr14,88471467,88481155,GPR65,+
chr14,88646451,88793256,KCNK10,-
chr14,90528108,90652201,KCNK13,+
chr14,92047117,92198430,CATSPERB,-
chr14,92246094,92333880,TC2N,-
chr14,92788924,92967825,SLC24A4,+
chr14,93897277,94174222,UNC79,+
chr14,94184643,94254766,PRIMA1,-
chr14,94385239,94395954,FAM181A,+
chr14,94400498,94443076,ASB2,-
chr14,94640648,94746072,PPP4R4,+
chr14,94770584,94789688,SERPINA6,-
chr14,94843083,94857029,SERPINA1,-
chr14,94908800,94919122,SERPINA11,-
chr14,94929057,94942670,SERPINA9,-
chr14,94953619,94984181,SERPINA12,-
chr14,95027756,95036250,SERPINA4,+
chr14,95047705,95059457,SERPINA5,+
chr14,95078713,95090390,SERPINA3,+
chr14,95648275,95786245,CLMN,-
chr14,95873602,95942173,SYNE3,-
chr14,96152753,96158980,TCL1B,+
chr14,96176303,96180533,TCL1A,-
chr14,96722546,96731100,BDKRB1,+
chr14,99177949,99184103,C14orf177,+
chr14,100111446,100146906,HHIPL1,+
chr14,100150754,100193638,CYP46A1,+
chr14,101193201,101204561,DLK1,+
chr14,101346991,101351184,RTL1,-
chr14,102027687,102029789,DIO3,+
chr14,103550546,103556362,LOC107984640,+
chr14,103566480,103576896,EXOC3L4,+
chr14,103592663,103603776,TNFAIP2,+
chr14,104394816,104519004,TDRD9,+
chr14,104552022,104579046,ASPG,+
chr14,105046020,105056184,C14orf180,+
chr14,105057200,105071097,TMEM179,-
chr14,105515725,105531887,GPR132,-
chr15,20737093,20747114,GOLGA6L6,-
chr15,21040700,21071643,POTEB2,-
chr15,22051852,22082803,POTEB,-
chr15,22736245,22746002,GOLGA6L1,+
chr15,23684532,23692390,GOLGA6L2,-
chr15,23810453,23813167,MKRN3,+
chr15,23888695,23892993,MAGEL2,-
chr15,24920540,24928593,NPAP1,+
chr15,25068783,25223870,SNRPN,+
chr15,25200039,25223870,SNURF,+
chr15,25923858,26108349,ATP10A,-
chr15,26788692,27018223,GABRB3,-
chr15,27111865,27194357,GABRA5,+
chr15,27216428,27778373,GABRG3,+
chr15,28943840,28957567,GOLGA8M,-
chr15,29213839,29410518,APBA2,+
chr15,29412454,29862927,FAM189A1,-
chr15,29991570,30261002,TJP1,-
chr15,30692764,30706463,GOLGA8R,-
chr15,31293263,31453476,TRPM1,-
chr15,31514969,31523054,LOC283710,-
chr15,31619057,31727868,KLF13,+
chr15,31767600,32162875,OTUD7A,-
chr15,32885656,32899511,GOLGA8N,+
chr15,33010204,33026870,GREM1,+
chr15,33057744,33486934,FMN1,-
chr15,33603162,34158304,RYR3,+
chr15,34158427,34331303,AVEN,-
chr15,34260514,34357295,CHRM5,+
chr15,35044641,35046782,GJD2,-
chr15,35080296,35087927,ACTC1,-
chr15,36887069,37102461,C15orf41,+
chr15,38226807,38259925,TMCO5A,+
chr15,38545051,38649450,SPRED1,+
chr15,38988798,38992239,C15orf53,+
chr15,39873279,39891119,THBS1,+
chr15,40091222,40121477,GPR176,-
chr15,40542864,40545110,C15orf56,-
chr15,40545378,40569688,PAK6,+
chr15,40570572,40574787,ANKRD63,-
chr15,40580097,40600174,PLCB2,-
chr15,40643233,40648635,PHGR1,+
chr15,40650435,40663257,DISP2,+
chr15,41107642,41120907,PPP1R14D,-
chr15,41136245,41149853,SPINT1,+
chr15,42140343,42186275,SPTBN5,-
chr15,42273779,42342901,PLA2G4E,-
chr15,42359880,42386752,PLA2G4D,-
chr15,42651697,42704515,CAPN3,+
chr15,43489424,43513323,EPB42,-
chr15,43524792,43559055,TGM5,-
chr15,43568478,43594453,TGM7,-
chr15,44162958,44486644,FRMD5,-
chr15,44957929,44969086,PATL2,-
chr15,45028559,45060027,TRIM69,+
chr15,45248899,45271421,TERB2,+
chr15,45384851,45406359,DUOX2,-
chr15,45406522,45410304,DUOXA2,+
chr15,45409563,45422075,DUOXA1,-
chr15,45544427,45568132,SLC28A2,+
chr15,45653321,45670980,GATM,-
chr15,45722726,45725647,C15orf48,+
chr15,45923345,45983492,SQRDL,+
chr15,47476402,48066420,SEMA6D,+
chr15,48483866,48495951,CTXN2,+
chr15,48498497,48596275,SLC12A1,+
chr15,49115933,49255641,SHC4,-
chr15,49715374,49779523,FGF7,+
chr15,50150434,50411419,ATP8B4,-
chr15,50474392,50528589,SLC27A2,+
chr15,50534143,50558162,HDC,-
chr15,51348797,51397473,TNFAIP8L3,-
chr15,51500253,51630795,CYP19A1,-
chr15,51633712,51700210,GLDN,+
chr15,51973549,52013223,SCG3,+
chr15,52015260,52043650,LYSMD2,-
chr15,52043757,52108560,TMOD2,+
chr15,52401459,52404972,BCL2L10,-
chr15,52599479,52821247,MYO5A,-
chr15,52873517,52944247,FAM214A,-
chr15,53049159,53082209,ONECUT1,-
chr15,53805937,54051859,WDR72,-
chr15,54270376,54920806,UNC13C,+
chr15,55495163,55582013,RAB27A,-
chr15,55709952,55800432,DYX1C1,-
chr15,55831081,55881050,PYGO1,-
chr15,56119114,56209329,NEDD4,-
chr15,56922373,57026284,ZNF280D,-
chr15,57211308,57580716,TCF12,+
chr15,57668702,57842925,CGNL1,+
chr15,57884101,58009755,GCOM1,+
chr15,57884101,57977562,MYZAP,+
chr15,58245621,58358121,ALDH1A2,-
chr15,58430367,58478110,AQP9,+
chr15,58724174,58861073,LIPC,+
chr15,59730371,59815751,FAM81A,+
chr15,59903981,59912210,GCNT3,+
chr15,60780482,61521502,RORA,-
chr15,62359175,62363116,C2CD4A,+
chr15,62939509,63136830,TLN2,+
chr15,63569748,63601325,APH1B,+
chr15,64199234,64338521,DAPK2,-
chr15,65032089,65067786,RBPMS2,-
chr15,65337707,65345734,SLC51B,+
chr15,65345674,65360450,RASL12,-
chr15,65369153,65372276,KBTBD13,+
chr15,65488336,65503840,CILP,-
chr15,68810711,69020145,CORO2B,+
chr15,69222838,69349501,NOX5,+
chr15,69222838,69239150,SPESP1,+
chr15,71402582,71407839,CT62,-
chr15,71433787,72075722,THSD4,+
chr15,72690667,72700708,TMEM202,+
chr15,73612199,73661605,HCN4,-
chr15,74165926,74181555,TBC1D21,+
chr15,74466086,74469212,ISLR,+
chr15,74471806,74502046,STRA6,-
chr15,74528629,74628482,CCDC33,+
chr15,74630102,74658553,CYP11A1,-
chr15,78632665,78640572,CRABP1,+
chr15,79252288,79383215,RASGRF1,-
chr15,79575145,79590581,ANKRD34C,+
chr15,80253231,80263643,BCL2A1,-
chr15,80696691,80890278,ARNT2,+
chr15,81426643,81441516,CFAP161,+
chr15,81489218,81605104,IL16,+
chr15,84322837,84708594,ADAMTSL3,+
chr15,85427891,85518876,SLC28A1,+
chr15,86623038,87572283,AGBL1,+
chr15,88419987,88799962,NTRK3,-
chr15,89346673,89418585,ACAN,+
chr15,90014637,90039844,RHCG,-
chr15,90328125,90358072,ANPEP,-
chr15,91642817,91845795,SV2B,+
chr15,92396937,92715665,SLCO3A1,+
chr15,92937116,93011958,ST8SIA2,+
chr15,93014906,93044347,C15orf32,+
chr15,93160677,93199031,FAM174B,-
chr15,94841429,95027181,MCTP2,+
chr15,97326636,97328845,SPATA8,+
chr15,98980390,99057611,FAM169B,-
chr15,100940599,101084925,CERS3,-
chr15,101459419,101613095,LRRK1,+
chr16,810764,818865,MSLN,+
chr16,1122755,1131454,SSTR5,+
chr16,1138225,1146244,C1QTNF8,-
chr16,1306272,1308494,TPSD1,+
chr16,1399240,1401873,TSR3,-
chr16,1883983,1922179,MEIOB,-
chr16,1961463,1968324,HS3ST6,-
chr16,2848485,2855133,PRSS41,+
chr16,2867163,2871723,PRSS21,+
chr16,2880172,2882285,ZG16B,+
chr16,2902727,2908171,PRSS22,-
chr16,3062456,3064506,CLDN9,+
chr16,3115312,3119668,IL32,+
chr16,3138890,3149318,ZSCAN10,-
chr16,3292027,3306627,MEFV,-
chr16,4239374,4292081,SRL,-
chr16,5008317,5069156,SEC14L5,+
chr16,6069131,7763340,RBFOX1,+
chr16,8619501,8622226,TMEM114,-
chr16,8814572,8878432,ABAT,+
chr16,9847260,10276611,GRIN2A,-
chr16,10721360,10788802,TEKT5,-
chr16,10860532,10912651,TVP23A,-
chr16,10971054,11018840,CIITA,+
chr16,12995476,13334273,SHISA9,+
chr16,15489610,15503543,MPV17L,+
chr16,15528324,15682116,C16orf45,+
chr16,17196180,17564738,XYLT1,-
chr16,18995608,19075264,TMC7,+
chr16,19179155,19279656,SYT17,+
chr16,19297104,19322269,CLEC19A,+
chr16,19421860,19510435,TMC5,+
chr16,20042806,20085100,GPR139,-
chr16,20320895,20338942,GP2,-
chr16,20344372,20364200,UMOD,-
chr16,20370491,20416033,PDILT,-
chr16,20420855,20452655,ACSM5,+
chr16,20462782,20498991,ACSM2A,+
chr16,20548079,20587695,ACSM2B,-
chr16,20634558,20709110,ACSM1,-
chr16,20775311,20808479,ACSM3,+
chr16,20944432,21170762,DNAH3,-
chr16,21208772,21225831,ZP2,-
chr16,21245015,21263750,ANKS4B,+
chr16,21689834,21772050,OTOA,+
chr16,22825859,22927659,HS3ST2,+
chr16,23194039,23228200,SCNN1G,+
chr16,23313590,23392620,SCNN1B,+
chr16,23701624,23724821,ERN2,-
chr16,23765947,23770272,CHP2,+
chr16,23847299,24231932,PRKCB,+
chr16,24266873,24373737,CACNG3,+
chr16,24857183,24922949,SLC5A11,+
chr16,25228284,25240253,AQP8,+
chr16,25703346,26149009,HS3ST4,+
chr16,27078218,27080487,C16orf82,+
chr16,27325229,27376099,IL4R,+
chr16,27413482,27463363,IL21R,+
chr16,27798849,28074830,GSG1L,-
chr16,28505969,28510291,APOBR,+
chr16,28510682,28518155,IL27,-
chr16,29674270,29681828,SPN,+
chr16,29753783,29757340,C16orf54,-
chr16,29789560,29792969,ZG16,+
chr16,30035743,30042186,FAM57B,-
chr16,31225341,31236510,TRIM72,+
chr16,31271287,31344213,ITGAM,+
chr16,31366454,31394318,ITGAX,+
chr16,31483475,31489281,TGFB1I1,+
chr16,32264644,32267249,TP53TG3D,+
chr16,32684848,32687450,TP53TG3,-
chr16,33205584,33207624,TP53TG3C,+
chr16,33262117,33264719,TP53TG3B,+
chr16,48116883,48180681,ABCC12,-
chr16,48200821,48269088,ABCC11,-
chr16,49311827,49315742,CBLN1,-
chr16,49407718,49433342,C16orf78,+
chr16,49521441,49856649,ZNF423,-
chr16,50582240,50674771,NKD1,+
chr16,50700210,50715264,SNX20,-
chr16,50731049,50766988,NOD2,+
chr16,50775960,50835846,CYLD,+
chr16,52060263,52107847,C16orf97,-
chr16,52470327,52581714,TOX3,-
chr16,53399302,53405124,LOC643802,-
chr16,55358470,55364672,IRX6,+
chr16,55512741,55540603,MMP2,+
chr16,55690555,55740104,SLC6A2,+
chr16,55836762,55867075,CES1,-
chr16,55880065,55989943,CES5A,-
chr16,56225250,56391356,GNAO1,+
chr16,56598960,56602869,MT4,+
chr16,56899118,56949762,SLC12A3,+
chr16,56995834,57017756,CETP,+
chr16,57050985,57117436,NLRC5,+
chr16,57392694,57400102,CCL22,+
chr16,57406372,57418960,CX3CL1,+
chr16,57438678,57449974,CCL17,+
chr16,57653604,57698951,ADGRG1,+
chr16,57702156,57723290,ADGRG3,+
chr16,57728712,57765367,DRC7,+
chr16,57844548,57850831,LOC388282,+
chr16,57916243,58005020,CNGB1,-
chr16,60391582,60393697,LOC729159,-
chr16,61685914,62070739,CDH8,-
chr16,64977655,65156040,CDH11,-
chr16,66400509,66438689,CDH5,+
chr16,66461199,66529191,BEAN1,+
chr16,66942024,66952887,CDH16,-
chr16,67022491,67043661,CES4A,+
chr16,67381257,67419109,LRRC36,+
chr16,68009565,68014452,DPEP3,-
chr16,68021292,68028194,DPEP2,-
chr16,68771192,68869445,CDH1,+
chr16,70208075,70220798,CLEC18C,+
chr16,70657894,70694585,IL34,+
chr16,70835986,71264625,HYDIN,-
chr16,71392615,71424341,CALB2,+
chr16,71560022,71572493,CHST4,+
chr16,71600753,71610998,TAT,-
chr16,72088490,72094955,HP,+
chr16,72152995,72206349,PMFBP1,-
chr16,73160536,73178346,C16orf47,-
chr16,74746852,74808729,FA2H,-
chr16,76311114,76594647,CNTNAP4,+
chr16,77316024,77469011,ADAMTS18,-
chr16,77822460,78014004,VAT1L,+
chr16,78056442,78066003,CLEC3A,+
chr16,80631795,80838175,CDYL2,-
chr16,81134483,81253975,PKD1L2,-
chr16,81272295,81324747,BCO1,+
chr16,81812862,81996298,PLCG2,+
chr16,82031250,82045093,SDR42E1,-
chr16,82068857,82132139,HSD17B2,+
chr16,82660398,83830215,CDH13,+
chr16,84002236,84036379,NECAB2,+
chr16,84224722,84230772,ADAD2,+
chr16,84254740,84273356,KCNG4,-
chr16,84328311,84363457,WFDC1,+
chr16,84402128,84497793,ATP2C2,+
chr16,85131957,85146114,FAM92B,-
chr16,87921624,87970112,CA5A,-
chr16,88493878,88507165,ZNF469,+
chr16,88941262,89043504,CBFA2T3,-
chr16,89006444,89017932,LOC100129697,+
chr16,89238162,89261900,CDH15,+
chr16,90122973,90142338,PRDM7,-
chr17,6008,31421,DOC2B,-
chr17,1129184,1132974,ABR,-
chr17,3343304,3417146,SPATA22,-
chr17,3377403,3402700,ASPA,+
chr17,4337218,4391499,SPNS3,+
chr17,4981753,4999669,ZFP3,+
chr17,5404718,5487832,NLRP1,-
chr17,6327056,6338519,AIPL1,-
chr17,6588031,6616740,SLC13A5,-
chr17,6659155,6678966,XAF1,+
chr17,6679551,6690965,FBXO39,+
chr17,6703299,6735060,TEKT1,-
chr17,6977855,6983626,CLEC10A,-
chr17,7533411,7536701,SHBG,+
chr17,7942357,7952452,ALOX15B,+
chr17,8243157,8249363,ODF4,+
chr17,8633245,8648154,CCDC42,-
chr17,8656423,8661877,SPDYE4,-
chr17,8700427,8702667,MFSD6L,-
chr17,8706040,8770994,PIK3R6,-
chr17,8782232,8869029,PIK3R5,-
chr17,9674750,9694614,DHRS7C,-
chr17,9705702,9725388,GSG1L2,-
chr17,9728867,9795420,GLP2R,+
chr17,9801026,9808684,RCVRN,-
chr17,9813925,10101868,GAS7,-
chr17,10204182,10276322,MYH13,-
chr17,10293641,10325267,MYH8,-
chr17,10346606,10372876,MYH4,-
chr17,10395623,10421859,MYH1,-
chr17,10424464,10453017,MYH2,-
chr17,10725791,10741418,PIRT,-
chr17,11144739,11467380,SHISA6,+
chr17,11501747,11873065,DNAH9,+
chr17,12569206,12672266,MYOCD,+
chr17,15133093,15168674,PMP22,-
chr17,15207128,15244958,TEKT3,-
chr17,15635590,15648098,TBC1D26,+
chr17,16593638,16678313,CCDC144A,+
chr17,16842397,16875402,TNFRSF13B,-
chr17,18281078,18292961,EVPLL,+
chr17,18427879,18430160,FAM106A,-
chr17,19314490,19320589,RNF112,+
chr17,20353175,20370848,LGALS9B,-
chr17,20766707,20799453,CCDC144NL,-
chr17,26083791,26127555,NOS2,-
chr17,26800663,26824799,SLC13A2,+
chr17,26850958,26865175,FOXN1,+
chr17,27369917,27384236,PIPOX,+
chr17,28268622,28435470,EFCAB5,+
chr17,28643365,28661077,TMIGD1,-
chr17,28886583,28890511,TBC1D29,+
chr17,30819539,31204191,MYO1D,-
chr17,31318881,31324895,SPACA3,+
chr17,31340104,32483825,ASIC2,-
chr17,32597234,32599261,CCL7,+
chr17,32612686,32615199,CCL11,+
chr17,32646065,32648421,CCL8,+
chr17,32683470,32685629,CCL13,+
chr17,32687346,32690252,CCL1,-
chr17,33474835,33516364,UNC45B,+
chr17,33677323,33700720,SLFN11,-
chr17,33737940,33760195,SLFN12,-
chr17,33762114,33775856,SLFN13,-
chr17,33801941,33814758,SLFN12L,-
chr17,33875143,33885110,SLFN14,-
chr17,34071529,34079897,GAS2L2,-
chr17,34092875,34122711,MMP28,-
chr17,34198494,34207377,CCL5,-
chr17,34261521,34270714,LYZL6,-
chr17,34303528,34308532,CCL16,-
chr17,34310691,34313764,CCL14,-
chr17,34324617,34329084,CCL15,-
chr17,34340095,34345005,CCL23,-
chr17,34391631,34398841,CCL18,+
chr17,36046433,36105069,HNF1B,-
chr17,36584719,36668628,ARHGAP23,+
chr17,37092684,37123655,FBXO47,-
chr17,37366788,37382040,STAC2,-
chr17,37760020,37764175,NEUROD2,-
chr17,37894153,37903538,GRB7,+
chr17,37913967,38020441,IKZF3,-
chr17,38024454,38034149,ZPBP2,+
chr17,38097726,38100987,LRRC3C,+
chr17,38119225,38134019,GSDMA,+
chr17,38599675,38613982,IGFBP4,+
chr17,38632079,38657854,TNS4,-
chr17,38710020,38721736,CCR7,-
chr17,38811871,38821416,KRT222,-
chr17,38854242,38860002,KRT24,-
chr17,38904272,38911584,KRT25,-
chr17,38922489,38928411,KRT26,-
chr17,38933059,38938786,KRT27,-
chr17,38948447,38956211,KRT28,-
chr17,39017429,39023462,KRT12,-
chr17,39032140,39041495,KRT20,-
chr17,39078947,39093895,KRT23,-
chr17,39114668,39123144,KRT39,-
chr17,39133967,39143387,KRT40,-
chr17,39502343,39507064,KRT33A,-
chr17,39519745,39526052,KRT33B,-
chr17,39533920,39538636,KRT34,-
chr17,39549975,39553844,KRT31,-
chr17,39576808,39580822,KRT37,-
chr17,39669996,39675270,KRT15,-
chr17,39679868,39684641,KRT19,-
chr17,39722092,39728310,KRT9,-
chr17,39775691,39780882,KRT17,-
chr17,41052813,41066450,G6PC,+
chr17,41831098,41836156,SOST,-
chr17,41924515,41940997,CD300LG,+
chr17,42325757,42345502,SLC4A1,-
chr17,43471267,43507663,ARHGAP27,-
chr17,43922255,43924438,SPPL2C,+
chr17,44928951,44964096,WNT9B,+
chr17,45286427,45301045,MYL4,+
chr17,45331207,45390077,ITGB3,+
chr17,46210801,46507594,SKAP1,-
chr17,46839592,46871686,TTLL6,-
chr17,47209821,47247351,B4GALNT2,+
chr17,47283595,47287936,GNGT2,-
chr17,48348766,48358846,TMEM92,+
chr17,48712217,48745288,ABCC3,+
chr17,48912010,48919714,WFIKKN2,+
chr17,49707673,50237377,CA10,-
chr17,51062879,51065012,C17orf112,+
chr17,51900238,51902573,KIF2B,+
chr17,53342320,53402426,HLF,+
chr17,53796987,53800225,TMEM100,-
chr17,54230835,54560007,ANKFN1,+
chr17,56315786,56345879,LPO,+
chr17,56347216,56358296,MPO,-
chr17,56378587,56406152,TSPOAP1,-
chr17,58227296,58236907,CA4,+
chr17,58499864,58508787,C17orf64,+
chr17,59529778,59562471,TBX4,+
chr17,60447578,60493840,EFCAB3,+
chr17,60778674,60885742,43534,-
chr17,62075710,62081645,PRR29,+
chr17,62079954,62097994,ICAM2,-
chr17,63133455,63223821,RGS9,+
chr17,63631657,63822661,CEP112,-
chr17,64208146,64225556,APOH,-
chr17,64873390,64881395,CACNG5,+
chr17,64960979,65029518,CACNG4,+
chr17,66863427,66951533,ABCA8,-
chr17,66970772,67057136,ABCA9,-
chr17,67074846,67138015,ABCA6,-
chr17,67144147,67240956,ABCA10,-
chr17,68071365,68131749,KCNJ16,+
chr17,71733992,71752696,LOC100134391,+
chr17,72270385,72311023,DNAI2,+
chr17,72322350,72351959,KIF19,+
chr17,72352554,72357958,BTBD17,-
chr17,72462511,72480937,CD300A,+
chr17,72517312,72527613,CD300LB,-
chr17,72556839,72563482,LOC100130520,-
chr17,72576110,72588370,CD300LD,-
chr17,72580817,72590348,C17orf77,+
chr17,72606021,72619897,CD300E,-
chr17,72667255,72743474,RAB37,+
chr17,72690446,72709139,CD300LF,-
chr17,72873430,72889909,FADS6,-
chr17,72912175,72919358,USH1G,-
chr17,72920369,72930006,OTOP2,+
chr17,72931896,72946087,OTOP3,+
chr17,74002925,74023533,EVPL,-
chr17,77085426,77512230,RBFOX3,-
chr17_ctg5_hap1,762279,895830,MAPT,-
chr17_ctg5_hap1,954314,1168888,CRHR1-IT1-CRHR1,-
chr17_ctg5_hap1,954314,1005883,CRHR1,-
chr18,319354,500729,COLEC12,-
chr18,596997,650298,CLUL1,+
chr18,904943,912173,ADCYAP1,+
chr18,2847027,2914090,EMILIN2,+
chr18,2916991,3011945,LPIN2,-
chr18,3066804,3220106,MYOM1,-
chr18,3262610,3278282,MYL12B,+
chr18,3411924,3458409,TGIF1,+
chr18,3496029,4455266,DLGAP1,-
chr18,5142909,5197751,AKAIN1,-
chr18,5392379,5540555,EPB41L3,-
chr18,5954704,6414918,L3MBTL4,-
chr18,6834431,6915715,ARHGAP28,+
chr18,6941742,7117813,LAMA1,-
chr18,7567313,8406859,PTPRM,+
chr18,8717368,8832775,MTCL1,+
chr18,9334764,9402418,TWSG1,+
chr18,9708227,9862553,RAB31,+
chr18,9885722,9888156,TXNDC2,+
chr18,10454624,10488698,APCDD1,+
chr18,10670243,11148761,PIEZO2,-
chr18,11751470,11885684,GNAL,+
chr18,12093847,12129763,ANKRD62,+
chr18,12254317,12277594,CIDEA,+
chr18,12792300,12840961,PTPN2,-
chr18,13218728,13652753,LDLRAD4,+
chr18,13882042,13915706,MC2R,-
chr18,14511736,14543599,POTEC,-
chr18,14748238,14852737,ANKRD30B,+
chr18,19993563,19997878,CTAGE1,-
chr18,23713810,23773319,PSMA8,+
chr18,24432001,24445808,AQP4,-
chr18,24495594,24765302,CHST9,-
chr18,40323182,40695657,RIT2,-
chr18,40847856,40857615,SYT4,-
chr18,42260862,42648475,SETBP1,+
chr18,42792946,43263072,SLC14A2,+
chr18,43304087,43332485,SLC14A1,+
chr18,43405544,43422521,SIGLEC15,+
chr18,43914186,44040783,RNF165,+
chr18,44057216,44236996,LOXHD1,-
chr18,44259080,44337132,ST8SIA5,-
chr18,44558942,44561988,ELOA2,-
chr18,44738459,44775554,SKOR2,-
chr18,45553638,45935793,ZBTB7C,-
chr18,47349155,47721451,MYO5B,-
chr18,48086483,48258196,MAPK4,+
chr18,48321489,48351754,MRO,-
chr18,49866541,51062273,DCC,+
chr18,51851061,51880943,STARD6,-
chr18,51886897,51908405,C18orf54,+
chr18,52254989,52266724,DYNAP,+
chr18,52495707,52562747,RAB27B,+
chr18,52568739,52626739,CCDC68,-
chr18,52889561,53303224,TCF4,-
chr18,54814292,54817639,BOD1L2,+
chr18,55019720,55036162,ST8SIA3,+
chr18,55711609,56068772,NEDD4L,+
chr18,56148478,56296189,ALPK2,-
chr18,56529831,56653712,ZNF532,+
chr18,56887399,56898006,GRP,+
chr18,56934266,56940625,RAX,-
chr18,56962633,56985881,CPLX4,-
chr18,57098170,57364644,CCBE1,-
chr18,59000814,59223006,CDH20,+
chr18,59482303,59560304,RNF152,-
chr18,59992519,60054943,TNFRSF11A,+
chr18,60790578,60986613,BCL2,-
chr18,61144143,61172318,SERPINB5,+
chr18,61223392,61236560,SERPINB12,+
chr18,61254533,61266433,SERPINB13,+
chr18,61304492,61311553,SERPINB4,-
chr18,61322430,61329197,SERPINB3,-
chr18,61369537,61391127,SERPINB11,+
chr18,61420280,61472610,SERPINB7,+
chr18,61554938,61571124,SERPINB2,+
chr18,61575223,61603345,SERPINB10,+
chr18,61616587,61627646,HMSD,+
chr18,61637262,61656608,SERPINB8,+
chr18,63417487,63549202,CDH7,+
chr18,64168423,64271375,CDH19,-
chr18,65173818,65183967,DSEL,-
chr18,66465316,66722426,CCDC102B,+
chr18,67068283,67516323,DOK6,+
chr18,67530191,67624412,CD226,-
chr18,67956136,67997434,SOCS6,+
chr18,68297754,68318093,GTSCR1,-
chr18,70203914,70211723,CBLN2,-
chr18,70409548,70534810,NETO1,-
chr18,71983109,72026422,C18orf63,+
chr18,72102962,72124503,FAM69C,-
chr18,72201691,72252261,CNDP1,+
chr18,72342918,72777628,ZNF407,+
chr18,73121430,73139658,SMIM21,-
chr18,74690788,74844774,MBP,-
chr18,74962007,74982098,GALR1,+
chr18,76740274,76758969,SALL3,+
chr19,281039,291435,PLPP2,-
chr19,362056,376013,THEG,-
chr19,405442,409170,C2CD4C,-
chr19,751112,764319,MISP,+
chr19,827825,832018,AZU1,+
chr19,840984,848175,PRTN3,+
chr19,1753661,1775444,ONECUT3,+
chr19,2867332,2878515,ZNF556,+
chr19,2977535,2995182,TLE6,+
chr19,3136029,3163767,GNA15,+
chr19,3224700,3297074,CELF5,+
chr19,3474404,3480540,SMIM24,-
chr19,3594503,3606831,TBXA2R,-
chr19,3804021,3869027,ZFR2,-
chr19,3933100,3942414,NMRK2,+
chr19,4153597,4173051,CREB3L3,+
chr19,4229539,4237525,EBI3,+
chr19,4292223,4302428,TMIGD2,-
chr19,4890448,4902879,ARRDC5,-
chr19,5842898,5851485,FUT3,-
chr19,6306509,6333640,ACER1,-
chr19,6464248,6467232,CRB3,+
chr19,6467214,6481819,DENND1C,-
chr19,6661263,6670599,TNFSF14,-
chr19,6677845,6720693,C3,-
chr19,6772678,6857377,VAV1,+
chr19,6887559,6940464,ADGRE1,+
chr19,7030593,7033022,MBD3L5,+
chr19,7037754,7040184,MBD3L4,-
chr19,7049350,7051746,MBD3L2,+
chr19,7056215,7058645,MBD3L3,-
chr19,7793842,7797057,CLEC4G,-
chr19,7804878,7812464,CD209,-
chr19,7828034,7834491,CLEC4M,+
chr19,8117645,8127547,CCL25,+
chr19,8130285,8214730,FBN3,-
chr19,8920251,8942980,ZNF558,-
chr19,8959519,9092018,MUC16,-
chr19,9296269,9299493,OR7D2,+
chr19,9577030,9609279,ZNF560,-
chr19,10070236,10121147,COL5A3,-
chr19,10123924,10132954,RDH8,+
chr19,10196794,10203928,C19orf66,+
chr19,10203012,10213425,ANGPTL6,-
chr19,11406814,11426645,TSPAN16,+
chr19,11504731,11530018,RGL3,-
chr19,11562142,11591803,ELAVL3,-
chr19,11909390,11919306,ZNF491,+
chr19,11976843,11980306,ZNF439,+
chr19,11998598,12025366,ZNF69,+
chr19,12075868,12091214,ZNF763,+
chr19,12154619,12163782,ZNF878,-
chr19,12175513,12188631,ZNF844,+
chr19,12203077,12225567,ZNF788,+
chr19,12255704,12267546,ZNF625,-
chr19,13080431,13085567,DAND5,+
chr19,13317255,13617274,CACNA1A,-
chr19,14138959,14142370,RLN3,+
chr19,14164178,14169971,PALM3,-
chr19,14693895,14721956,CLEC17A,+
chr19,14729928,14785730,ADGRE3,-
chr19,14843508,14889353,ADGRE2,-
chr19,14937138,14939276,OR7A5,-
chr19,15060844,15083730,SLC1A6,-
chr19,15121538,15134083,CCDC105,+
chr19,15160290,15169104,CASP14,+
chr19,15562434,15575392,RASAL3,-
chr19,15579455,15590315,PGLYRP2,-
chr19,15619335,15663128,CYP4F22,+
chr19,15726028,15740448,CYP4F8,+
chr19,15751706,15771570,CYP4F3,+
chr19,15783827,15807984,CYP4F12,+
chr19,15962802,15975714,LINC01835,-
chr19,15988833,16008930,CYP4F2,-
chr19,16023179,16045676,CYP4F11,-
chr19,16272178,16284336,CIB3,-
chr19,16435636,16439473,KLF2,+
chr19,16830786,16928774,NWD1,+
chr19,16999670,17003411,F2RL3,+
chr19,17003761,17137625,CPAMD8,-
chr19,17462256,17488158,PLVAP,-
chr19,17566233,17571725,NXNL1,-
chr19,17712136,17799008,UNC13A,-
