chr,start,end,gene_symbol,strand
chr8,143761873,143764145,PSCA,+
chr8,145576885,145579269,TMEM249,-
chr8,145699114,145701718,FOXH1,-
chr8,145734418,145736611,MFSD3,+
chr8,145751602,145754458,C8orf82,-
chr9,470293,746106,KANK1,+
chr9,2015218,2193624,SMARCA2,+
chr9,3218296,3526001,RFX3,-
chr9,4598315,4666674,SPATA6L,-
chr9,4985085,5128183,JAK2,+
chr9,5299863,5304611,RLN2,-
chr9,5357965,5437937,PLGRKT,-
chr9,5629118,5776557,RIC1,+
chr9,6532463,6645692,GLDC,-
chr9,6757640,7175648,KDM4C,+
chr9,12775011,12823059,LURAP1L,+
chr9,14081841,14314045,NFIB,-
chr9,14611068,14693480,ZDHHC21,-
chr9,15170841,15307358,TTC39B,-
chr9,15553004,15974037,CCDC171,+
chr9,17134988,17503921,CNTLN,+
chr9,27546543,27573864,C9orf72,-
chr9,34458749,34520987,DNAI1,+
chr9,35161965,35405335,UNC13B,+
chr9,35561826,35563896,FAM166B,-
chr9,35749276,35753264,RGP1,+
chr9,35807781,35812259,SPAG8,-
chr9,39072763,39288300,CNTNAP3,-
chr9,42368302,42411410,ANKRD20A2,+
chr9,43089971,43133510,ANKRD20A3,-
chr9,43684884,43922476,CNTNAP3B,+
chr9,67926760,67969840,ANKRD20A1,+
chr9,69381980,69425109,ANKRD20A4,+
chr9,74298281,74383800,TMEM2,-
chr9,77112251,77302117,RORB,+
chr9,77337410,77502636,TRPM6,-
chr9,77703397,77762114,OSTF1,+
chr9,78505559,78977255,PCSK5,+
chr9,79074067,79122332,GCNT1,+
chr9,88835179,88870948,C9orf153,-
chr9,90581355,90589695,CDK20,-
chr9,91606323,91620070,S1PR3,+
chr9,95709600,95798518,FGD3,+
chr9,100883256,100954956,CORO2A,-
chr9,102584136,102629173,NR4A3,+
chr9,107543282,107690527,ABCA1,-
chr9,108006885,108200796,SLC44A1,+
chr9,116356199,116360023,RGS3,+
chr9,119187503,119449542,ASTN2,-
chr9,123363195,123476765,MEGF9,-
chr9,123664670,123691451,TRAF1,-
chr9,123714612,123837452,C5,-
chr9,124584203,124855885,TTLL11,-
chr9,124922186,124962367,MORN5,+
chr9,127243514,127269699,NR5A1,-
chr9,130475941,130477955,PTRH1,-
chr9,130493802,130497628,TOR2A,-
chr9,130500595,130533648,SH2D3C,-
chr9,132500614,132515344,PTGES,-
chr9,134948737,134955274,MED27,-
chr9,135600964,135754198,AK8,-
chr9,135820931,135867084,GFI1B,+
chr9,140135710,140138159,TUBB4B,+
chrUn_gl000228,112604,114676,DUX4,+
chrX,1714347,1761974,ASMT,+
chrX,7866803,7895780,PNPLA4,-
chrX,14903412,14939459,MOSPD2,+
chrX,15402920,15511711,PIR,-
chrX,17653412,17754114,NHS,+
chrX,18443724,18671749,CDKL5,+
chrX,23926122,23957624,CXorf58,+
chrX,24576203,24665455,PCYT1B,-
chrX,30671475,30749579,GK,+
chrX,30845558,30907511,TAB3,-
chrX,31137344,31285024,DMD,-
chrX,37208527,37316548,PRRG1,+
chrX,37698088,37706889,DYNLT3,-
chrX,41306712,41334905,NYX,+
chrX,43514154,43606071,MAOA,+
chrX,46696346,46741793,RP2,+
chrX,47863733,47869126,SPACA5,+
chrX,47917566,47931025,ZNF630,-
chrX,49306324,49313710,GAGE12D,+
chrX,49644469,49647169,USP27X,+
chrX,49687224,49863892,CLCN5,+
chrX,51075082,51080377,NUDT10,+
chrX,51546154,51645450,MAGED1,+
chrX,53262057,53310796,IQSEC2,-
chrX,53458205,53461323,HSD17B10,-
chrX,54219255,54384438,WNK3,-
chrX,55169534,55187628,FAM104B,-
chrX,55511048,55515631,USP51,-
chrX,62854847,62975031,ARHGEF9,-
chrX,63487960,63615333,MTMR8,-
chrX,64135681,64254624,ZC4H2,-
chrX,64887510,64961793,MSN,+
chrX,67262185,67653299,OPHN1,-
chrX,67867510,67945684,STARD8,+
chrX,68835910,69259322,EDA,+
chrX,69502021,69504852,RAB41,+
chrX,69506210,69509798,PDZD11,-
chrX,71130937,71363424,NHSL2,+
chrX,73952690,74145287,KIAA2022,-
chrX,80369199,80457441,HMGN5,-
chrX,83572881,83757487,HDX,-
chrX,85403454,86087605,DACH2,+
chrX,92925924,92928682,NAP1L3,-
chrX,95939661,96855597,DIAPH2,+
chrX,99546641,99665271,PCDH19,-
chrX,100600643,100603957,TIMM8A,-
chrX,101137259,101187039,ZMAT1,-
chrX,101715239,101726732,TCP11X2,-
chrX,103810995,105011822,IL1RAPL2,+
chrX,106449861,106487473,PIH1D3,+
chrX,108779009,108787927,NXT2,+
chrX,110366304,110470589,PAK3,+
chrX,110537006,110654374,DCX,-
chrX,117957705,117960936,ZCCHC12,+
chrX,135614310,135638966,VGLL1,+
chrX,135747708,135849551,ARHGEF6,-
chrX,137713733,138287185,FGF13,-
chrX,148663308,148669116,MAGEA9B,-
chrX,149531544,149682448,MAMLD1,+
chrX,150345055,150349937,GPR50,+
chrX,151995870,151999301,CETN2,-
chrX,153170528,153172620,AVPR2,+
chrX,154064062,154250998,F8,-
chrX,154842225,155012121,SPRY3,+
chrY,59213948,59276439,VAMP7,+
